question_text,options,solution_text,question_no,book,grade,subject,path,chapter,exercise
"The correct sequences to get cloth is :
","A. Fiber → Fabric → Yarn
→
Fabric
→
Yarn
B. Fiber → Yarn → fabric
B. Fiber
→
Yarn
→
fabric
C. Fabric → Yarn → fibre
C. Fabric
→
Yarn
→
fibre
D. Yarn → fiber → fabric
D. Yarn
→
fiber
→
fabric
","Fibres are first converted into yarn by the process of spinning. And after this fabric is made from yarn by the process of weaving or knitting
.
",Q. 10,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/the-correct-sequences-to-get-cloth-is-a-fiber-fabric-yarn-b-i-1nkn8e,3. Fibre to Fabric,Multiple Choice Question
"Boojho wants to make yarn from fiber at home. Which of the following will he use to carry out the task?
","A. Powerloom
B. Handloom
C. Charkha
D. Knitting needles
","Charkha is a hand device which is used to make yarn from the fibre. Powerloom and Handloom are the devices which used to make fabrics from yarn. And knitting needles are also used for making fabrics from yarn by knitting process. So Boojho will use charkha for making yarn from the fibre.
",Q. 11,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/boojho-wants-to-make-yarn-from-fiber-at-home-which-of-the-i-1nkn8f,3. Fibre to Fabric,Multiple Choice Question
"Yarn, fabric and fiber are related to each other. Show the relationship by filling the blanks in the following sentence.
Fabric of cotton saree is made by weaving cotton …….. which in turn is made by spinning thin cotton ……
Fabric
of cotton saree is made by weaving cotton …….. which in turn is made by spinning thin cotton ……
",NA,"Fibres are first converted into yarn by the process of spinning. And after this fabric is made from yarn by the process of weaving or knitting
.
",Q. 12,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/yarn-fabric-and-fiber-are-related-to-each-other-show-the-i-1nkn8g,3. Fibre to Fabric,Very Short Answer Question
"Some terms related to fabrics are jumbled up and given below. Write them in their correct form.
(a) Onttoc
(b) Spinning
(c) Vingwea
(d) Bisref
",NA,"The correct form is given below:
(a) Cotton
(b) Spinning
(b) Weaving
(d) Fibres
",Q. 13,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/some-terms-related-to-fabrics-are-jumbled-up-and-given-below-i-1nkn8h,3. Fibre to Fabric,Very Short Answer Question
"State whether the following statements are true or false. If false. Correct them.
(a) Silk is a plant fiber.
(b) Jute is obtained from the leaves of the plant.
(c) Weaving is a process of arranging two sets of yarn together.
(d) Cotton yarn on burning gives an odour similar to that of a burning paper.
",NA,"(a) False
Silk is animal fiber which is obtained from the silkworm.
(b) False
Jute is obtained from the stem of jute plant.
(c) True
Weaving is a process of making fabrics from yarn by arranging two sets of yarn on the looms.
(d) True
",Q. 14,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/state-whether-the-following-statements-are-true-or-false-if-i-1nkn8i,3. Fibre to Fabric,Very Short Answer Question
"The following is an answer given by Boojho to a question asked by his teacher-‘’Cotton, Wool, Silk, and Jute are classified as natural fibres whereas nylon and polyester are classified as synthetic fibres.’’
-‘’Cotton, Wool, Silk, and Jute are classified as natural fibres whereas nylon and polyester are classified as synthetic fibres.’’
Can you tell what question the teacher has asked?
",NA,"The teacher has asked the question that “Classify the following fibres as natural and synthetic”.
",Q. 15,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/the-following-is-an-answer-given-by-boojho-to-a-question-i-1nkn8j,3. Fibre to Fabric,Very Short Answer Question
"Once, Paheli visited a tailor shop and brought home some cutting of fabric to study their properties. She took two pieces and found that one of the pieces was shrinking when it burnt with a candle. However the other did not shrink on burning. Can you help her to find out which of the two was a cotton fabric and which a silk fabric?
",NA,"The piece which shrinks on burning with a candle then the fabric is silk and the other fabric is cotton because the cotton fabric does not shrink on burning.
",Q. 16,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/once-paheli-visited-a-tailor-shop-and-brought-home-some-i-1nkn8k,3. Fibre to Fabric,Very Short Answer Question
"One way of making fabric from yarn is weaving, what is the other?
",NA,"The other process of making fabric from yarn is Knitting.
In knitting process, the fabrics are made by interlocking loops of single yarn with knitting needles or machines. Socks and many other clothing items are made of knitted fabrics
",Q. 17,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/one-way-of-making-fabric-from-yarn-is-weaving-what-is-the-i-1nkn8l,3. Fibre to Fabric,Very Short Answer Question
"Boojho with perfect eyesight was finding it difficult to pass a thread through the eye of a needle. What can be the possible reason for this?
",NA,"It is difficult to pass a thread through the eye of a needle because the end of the thread may be separated into a few strands or the thread may be thick.
",Q. 18,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/boojho-with-perfect-eyesight-was-finding-it-difficult-to-i-1nkn8m,3. Fibre to Fabric,Short Answer Questions
"In ancient times stitching was not known. People used to simply drape the fabrics around different parts of their body. Even today a number of unstitched fabrics are used by both men and women. Can you give four such examples of clothes?
",NA,"Saree, dhoti, dupatta, and towel are the examples of such clothes.
Saree, dhoti, dupatta, and towel are the clothes without stitching.
",Q. 19,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/in-ancient-times-stitching-was-not-known-people-used-to-i-1nkn8n,3. Fibre to Fabric,Short Answer Questions
"Match the articles given in Column I with the articles of
<p><img src=""https://gradeup-question-images.grdp.co/liveData/PROJ18968/1531401382894336.png""/></p>
",NA,"(a)- (ii) Wool.
Sweater is made of wool by knitting process.
(b) -(iii) Ginning.
From cotton bolls, cotton is usually picked by hand. And then cotton fibres are separated from the seeds by combing. This process is called ginning of cotton.
(c)- (i) Cotton.
Dhoti is made of cotton fibres by weaving process with the help of looms.
(d)-(iv) Jute
Gunny bag is made up of jute.
",Q. 20,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/match-the-articles-given-in-column-i-with-the-articles-of-i-1nkn8o,3. Fibre to Fabric,Short Answer Questions
"Fill in the blanks to complete the life story of cotton fibre.
My parents, cotton plants were grown in ……………. Soil and …………. Climate. The plants bore fruits called ……….. I, the cotton fibre was separated from seeds in threw cotton bolls by the process of ….. . other cotton fibers and myself were made into yarn by the process of …. . The yarn was …….. to give beautiful colours and then …. To get cotton fabric.
",NA,"My parents, cotton plants were grown in black Soil and warm Climate. The plants bore fruits called cotton bolls. I, the cotton fibre was separated from seeds in the cotton bolls by the process of ginning. Other cotton fibers and myself were made into yarn by the process of spinning. The yarn was dyed to give beautiful colours and then woven to get cotton fabric.
",Q. 21,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/fill-in-the-blanks-to-complete-the-life-story-of-cotton-i-1nkn8p,3. Fibre to Fabric,Short Answer Questions
"Match the terms given in column I with the statement given in column II.
<p><img src=""https://gradeup-question-images.grdp.co/liveData/PROJ18968/1531401383669827.jpg""/></p>
",NA,"(a)-(v)
Weaving is a process of making fabrics from yarns by
(b)-(i)
Knitting is the other process of making fabric from yarn. In knitting, a single yarn is used to make a piece of fabric.
(c)-(vi)
Spinning is the process of making yarns from fibres
.
(d)-(ii)
Ginning is the process of separating cotton fibres from seeds by combing. It is done by hand as well as machines.
(e)-(iii)
Yarns are made from thin strands. These thin strands are fibres.
(f)-(iv)
Fibers are first converted into yarn by the process of spinning. And after this fabric is made from yarn by the process of weaving or knitting.
",Q. 22,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/match-the-terms-given-in-column-i-with-the-statement-given-i-1nkn8q,3. Fibre to Fabric,Short Answer Questions
"Fill in the names of useful items made from jute fibres in Fig. 3.1. One such example is given.
<p><img src=""https://gradeup-question-images.grdp.co/liveData/PROJ18968/1531401384607190.png""/></p>
",NA,"The useful items which are made from jute fibres are:
<p><img src=""https://gradeup-question-images.grdp.co/liveData/PROJ18968/1531401385583935.png""/></p>
",Q. 23,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/fill-in-the-names-of-useful-items-made-from-jute-fibres-in-i-1nkn8r,3. Fibre to Fabric,Short Answer Questions
"A cotton shirt, before it reaches you, completes a long journey. Elaborate on this journey starting from cotton bolls.
",NA,"The cotton
<p><img src=""https://gradeup-question-images.grdp.co/liveData/PROJ18968/1531401386544754.jpg""/></p>
i. The making of the cotton shirt is a long process. From cotton bolls, cotton is usually picked up from the plants in the fields by hand.
ii. And then fibers are separated from the seeds by combing. This process is called ginning.
iii. After this, the fibers of cotton are drawn out and twisted it then this brings the fibers together and a long thread is formed called yarn. This process is called spinning.
iv. And then in weaving process, cotton fabric is made by arranging two sets of cotton yarns. The weaving process is done on looms.
v. Now on sewing this cotton fabric by needle on sewing machine we get the cotton shirt.
",Q. 24,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/a-cotton-shirt-before-it-reaches-you-completes-a-long-i-1nkn8s,3. Fibre to Fabric,Long Answer Questions
"Describe the two main processes of making fabric from yarn.
",NA,"The two main processes of making fabric from yarn are weaving and knitting.
In weaving process, the two sets of yarns are woven at a right angle to make fabric. The weaving of fabric is done on looms. The looms are either hand operated or power operated.
**Important**: The weaving process is shown here:
<p><img src=""https://gradeup-question-images.grdp.co/liveData/PROJ18968/1531401387277318.png""/></p>
In knitting process, the fabrics are made by interlocking loops of single yarn with knitting needles or machines
. Socks and many other clothing items are made of knitted fabrics.
",Q. 25,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/describe-the-two-main-processes-of-making-fabric-from-yarn-i-1nkn8t,3. Fibre to Fabric,Long Answer Questions
"An iron nail is kept in each of the following liquids. In which case would it lose its shine and appear dull?
","A. Mustard oil
B. Soft drink
C. Coconut oil
D. Kerosene
","i. The acid reacts with an iron nail and as a result, it loses its shine and appears dull.
ii. On the other hand, iron does not react with mustard oil, coconut oil, and kerosene. Hence, it does not lose its shine when kept in such liquids.
",Q. 1,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/an-iron-nail-is-kept-in-each-of-the-following-liquids-in-i-1nkn8u,4. Sorting Materials and Groups,Multiple Choice Question
"Pink one material from the following which is completely soluble in water.
","A. Chalk powder
B. Tea leaves
C. Glucose
D. Saw dust
","In the given options, glucose is completely soluble in water.
i. The particles of glucose are so small; hence it becomes soluble in water.
ii. On the other hand, chalk powder, tea leaves and saw dust are insoluble in water.
iii. We can see their particles in water which settles down at the bottom.
",Q. 2,NCERT Exemplar Class 6 Science,Grade 6,Science,https://school.gradeup.co/pink-one-material-from-the-following-which-is-completely-i-1nkn8v,4. Sorting Materials and Groups,Multiple Choice Question
